time,Ft
0,0
0.002,-0.0837748241477061
0.004,-0.167543768689814
0.006,-0.251300954433375
0.008,-0.335040503010715
0.01,-0.418756537291996
0.012,-0.502443181797696
0.014,-0.586094563110965
0.016,-0.669704810289849
0.018,-0.753268055279327
0.02,-0.836778433323155
0.022,-0.920230083375472
0.024,-1.00361714851215
0.026,-1.08693377634185
0.028,-1.17017411941677
0.03,-1.25333233564304
0.032,-1.33640258869072
0.034,-1.41937904840344
0.036,-1.50225589120757
0.038,-1.58502730052093
0.04,-1.66768746716102
0.042,-1.75023058975276
0.044,-1.8326508751356
0.046,-1.91494253877013
0.048,-1.99709980514407
0.05,-2.07911690817759
0.052,-2.16098809162802
0.054,-2.24270760949381
0.056,-2.32426972641784
0.058,-2.40566871808992
0.06,-2.48689887164855
0.062,-2.56795448608188
0.064,-2.64882987262781
0.066,-2.72951935517325
0.068,-2.81001727065251
0.07,-2.89031796944472
0.0720000000000001,-2.97041581577035
0.0740000000000001,-3.05030518808678
0.0760000000000001,-3.12998047948278
0.0780000000000001,-3.2094360980721
0.0800000000000001,-3.28866646738583
0.0820000000000001,-3.36766602676388
0.0840000000000001,-3.44642923174517
0.0860000000000001,-3.52495055445679
0.0880000000000001,-3.60322448400195
0.0900000000000001,-3.68124552684678
0.0920000000000001,-3.75900820720587
0.0940000000000001,-3.83650706742657
0.0960000000000001,-3.91373666837203
0.0980000000000001,-3.99069158980295
0.1,-4.067366430758
0.102,-4.14375580993284
0.104,-4.21985436605783
0.106,-4.29565675827429
0.108,-4.37115766650933
0.11,-4.44635179184928
0.112,-4.52123385691151
0.114,-4.59579860621488
0.116,-4.67004080654856
0.118,-4.7439552473393
0.12,-4.81753674101716
0.122,-4.89078012337957
0.124,-4.96368025395377
0.126,-5.03623201635761
0.128,-5.1084303186586
0.13,-5.18027009373131
0.132,-5.25174629961296
0.134,-5.32285391985734
0.136,-5.39358796388684
0.138,-5.46394346734269
0.14,-5.53391549243344
0.142,-5.60349912828145
0.144,-5.67268949126757
0.146,-5.7414817253739
0.148,-5.8098710025246
0.15,-5.87785252292473
0.152,-5.94542151539713
0.154,-6.01257323771727
0.156,-6.07930297694606
0.158,-6.14560604976065
0.16,-6.21147780278311
0.162,-6.27691361290701
0.164,-6.3419088876219
0.166,-6.40645906533562
0.168,-6.47055961569445
0.17,-6.53420603990106
0.172,-6.59739387103027
0.174,-6.66011867434252
0.176,-6.72237604759516
0.178,-6.78416162135139
0.18,-6.84547105928689
0.182,-6.90630005849423
0.184,-6.96664434978481
0.186,-7.02649969798849
0.188,-7.08586190225087
0.19,-7.14472679632804
0.192,-7.20309024887907
0.194,-7.26094816375592
0.196,-7.31829648029092
0.198,-7.37513117358174
0.2,-7.43144825477395
0.202,-7.48724377134086
0.204,-7.54251380736104
0.206,-7.59725448379305
0.208,-7.65146195874775
0.21,-7.7051324277579
0.212,-7.7582621240452
0.214,-7.81084731878464
0.216,-7.86288432136619
0.218,-7.91436947965386
0.22,-7.96529918024197
0.222,-8.01566984870877
0.224,-8.06547794986733
0.226,-8.11471998801361
0.228,-8.16339250717184
0.23,-8.21149209133704
0.232,-8.25901536471479
0.234,-8.30595899195813
0.236,-8.35231967840168
0.238,-8.39809417029283
0.24,-8.44327925502015
0.242,-8.48787176133882
0.244,-8.53186855959321
0.246,-8.57526656193653
0.248,-8.61806272254755
0.25,-8.66025403784439
0.252,-8.70183754669526
0.254,-8.74281033062634
0.256,-8.78316951402658
0.258,-8.82291226434954
0.26,-8.86203579231215
0.262,-8.90053735209053
0.264,-8.93841424151264
0.266,-8.97566380224798
0.268,-9.01228341999412
0.27,-9.0482705246602
0.272,-9.08362259054731
0.274,-9.11833713652576
0.276,-9.15241172620918
0.278,-9.18584396812554
0.28,-9.21863151588501
0.282,-9.25077206834458
0.284,-9.28226336976964
0.286,-9.3131032099922
0.288,-9.34328942456612
0.29,-9.37281989491892
0.292,-9.4016925485005
0.294,-9.42990535892865
0.296,-9.45745634613117
0.298,-9.48434357648493
0.3,-9.51056516295154
0.302,-9.53611926520976
0.304,-9.56100408978473
0.306,-9.58521789017376
0.308,-9.60875896696899
0.31,-9.63162566797658
0.312,-9.65381638833274
0.314,-9.6753295706163
0.316,-9.69616370495806
0.318,-9.71631732914674
0.32,-9.7357890287316
0.322,-9.75457743712173
0.324,-9.77268123568194
0.326,-9.7900991538253
0.328,-9.80682996910236
0.33,-9.82287250728689
0.332,-9.83822564245833
0.334,-9.85288829708079
0.336,-9.86685944207868
0.338,-9.88013809690895
0.34,-9.89272332962988
0.342,-9.90461425696651
0.344,-9.91581004437262
0.346,-9.92630990608929
0.348,-9.93611310520009
0.35,-9.94521895368273
0.352,-9.95362681245744
0.354,-9.96133609143173
0.356,-9.96834624954185
0.358,-9.97465679479078
0.36,-9.98026728428272
0.362,-9.9851773242542
0.364,-9.98938657010171
0.366,-9.99289472640589
0.368,-9.99570154695225
0.37,-9.99780683474846
0.372,-9.99921044203816
0.374,-9.99991227031138
0.376,-9.99991227031138
0.378,-9.99921044203816
0.38,-9.99780683474846
0.382,-9.99570154695225
0.384,-9.99289472640589
0.386,-9.98938657010171
0.388,-9.9851773242542
0.39,-9.98026728428271
0.392,-9.97465679479077
0.394,-9.96834624954185
0.396,-9.96133609143172
0.398,-9.95362681245744
0.4,-9.94521895368273
0.402,-9.93611310520008
0.404,-9.92630990608929
0.406,-9.91581004437261
0.408,-9.90461425696651
0.41,-9.89272332962988
0.412,-9.88013809690895
0.414,-9.86685944207868
0.416,-9.85288829708078
0.418,-9.83822564245832
0.42,-9.82287250728688
0.422,-9.80682996910235
0.424,-9.7900991538253
0.426,-9.77268123568193
0.428,-9.75457743712173
0.43,-9.7357890287316
0.432,-9.71631732914674
0.434,-9.69616370495806
0.436,-9.6753295706163
0.438,-9.65381638833274
0.44,-9.63162566797658
0.442,-9.60875896696898
0.444,-9.58521789017376
0.446,-9.56100408978472
0.448,-9.53611926520976
0.45,-9.51056516295153
0.452,-9.48434357648493
0.454,-9.45745634613116
0.456,-9.42990535892864
0.458,-9.4016925485005
0.46,-9.37281989491891
0.462,-9.34328942456612
0.464,-9.3131032099922
0.466,-9.28226336976963
0.468,-9.25077206834458
0.47,-9.218631515885
0.472,-9.18584396812554
0.474,-9.15241172620917
0.476,-9.11833713652575
0.478,-9.0836225905473
0.48,-9.04827052466019
0.482,-9.01228341999411
0.484,-8.97566380224797
0.486,-8.93841424151263
0.488,-8.90053735209052
0.49,-8.86203579231214
0.492,-8.82291226434953
0.494,-8.78316951402657
0.496,-8.74281033062633
0.498,-8.70183754669525
0.5,-8.66025403784438
0.502,-8.61806272254755
0.504,-8.57526656193652
0.506,-8.5318685595932
0.508,-8.48787176133881
0.51,-8.44327925502014
0.512,-8.39809417029282
0.514,-8.35231967840167
0.516,-8.30595899195812
0.518,-8.25901536471478
0.52,-8.21149209133703
0.522,-8.16339250717183
0.524,-8.1147199880136
0.526,-8.06547794986732
0.528,-8.01566984870876
0.53,-7.96529918024195
0.532,-7.91436947965385
0.534,-7.86288432136618
0.536,-7.81084731878462
0.538,-7.75826212404518
0.54,-7.70513242775788
0.542,-7.65146195874773
0.544,-7.59725448379304
0.546,-7.54251380736103
0.548,-7.48724377134085
0.55,-7.43144825477393
0.552,-7.37513117358173
0.554,-7.3182964802909
0.556,-7.26094816375591
0.558,-7.20309024887906
0.56,-7.14472679632802
0.562,-7.08586190225085
0.564,-7.02649969798848
0.566,-6.9666443497848
0.568,-6.90630005849422
0.57,-6.84547105928688
0.572,-6.78416162135137
0.574,-6.72237604759515
0.576,-6.66011867434251
0.578,-6.59739387103025
0.58,-6.53420603990104
0.582,-6.47055961569443
0.584,-6.4064590653356
0.586,-6.34190888762189
0.588,-6.27691361290699
0.59,-6.21147780278309
0.592,-6.14560604976063
0.594,-6.07930297694604
0.596,-6.01257323771725
0.598,-5.94542151539712
0.6,-5.87785252292472
0.602,-5.80987100252458
0.604,-5.74148172537388
0.606,-5.67268949126755
0.608,-5.60349912828143
0.61,-5.53391549243343
0.612,-5.46394346734268
0.614,-5.39358796388682
0.616,-5.32285391985733
0.618,-5.25174629961294
0.62,-5.18027009373129
0.622,-5.10843031865858
0.624,-5.03623201635759
0.626,-4.96368025395376
0.628,-4.89078012337955
0.63,-4.81753674101714
0.632,-4.74395524733928
0.634,-4.67004080654854
0.636,-4.59579860621486
0.638,-4.52123385691149
0.64,-4.44635179184926
0.642,-4.37115766650931
0.644,-4.29565675827427
0.646,-4.21985436605781
0.648,-4.14375580993283
0.65,-4.06736643075799
0.652,-3.99069158980294
0.654,-3.91373666837201
0.656,-3.83650706742655
0.658,-3.75900820720585
0.66,-3.68124552684676
0.662,-3.60322448400193
0.664,-3.52495055445677
0.666,-3.44642923174515
0.668,-3.36766602676387
0.67,-3.28866646738582
0.672,-3.20943609807208
0.674,-3.12998047948276
0.676,-3.05030518808676
0.678,-2.97041581577033
0.68,-2.8903179694447
0.682,-2.8100172706525
0.684,-2.72951935517323
0.686,-2.64882987262779
0.688000000000001,-2.56795448608186
0.690000000000001,-2.48689887164853
0.692000000000001,-2.4056687180899
0.694000000000001,-2.32426972641782
0.696000000000001,-2.24270760949379
0.698000000000001,-2.160988091628
0.700000000000001,-2.07911690817758
0.702000000000001,-1.99709980514405
0.704000000000001,-1.91494253877011
0.706000000000001,-1.83265087513558
0.708000000000001,-1.75023058975274
0.710000000000001,-1.667687467161
0.712000000000001,-1.58502730052091
0.714000000000001,-1.50225589120755
0.716000000000001,-1.41937904840342
0.718000000000001,-1.3364025886907
0.720000000000001,-1.25333233564302
0.722000000000001,-1.17017411941676
0.724000000000001,-1.08693377634183
0.726000000000001,-1.00361714851213
0.728000000000001,-0.920230083375451
0.730000000000001,-0.836778433323135
0.732000000000001,-0.753268055279308
0.734000000000001,-0.669704810289831
0.736000000000001,-0.586094563110948
0.738000000000001,-0.502443181797674
0.740000000000001,-0.418756537291976
0.742000000000001,-0.335040503010695
0.744000000000001,-0.251300954433356
0.746000000000001,-0.167543768689796
0.748000000000001,-0.0837748241476844
0.750000000000001,2.09798136933558e-14
0.752000000000001,0.0837748241477264
0.754000000000001,0.167543768689833
0.756000000000001,0.251300954433393
0.758000000000001,0.335040503010733
0.760000000000001,0.418756537292018
0.762000000000001,0.502443181797716
0.764000000000001,0.586094563110985
0.766000000000001,0.669704810289868
0.768000000000001,0.753268055279346
0.770000000000001,0.836778433323177
0.772000000000001,0.920230083375493
0.774000000000001,1.00361714851217
0.776000000000001,1.08693377634187
0.778000000000001,1.17017411941679
0.780000000000001,1.25333233564307
0.782000000000001,1.33640258869074
0.784000000000001,1.41937904840346
0.786000000000001,1.50225589120759
0.788000000000001,1.58502730052095
0.790000000000001,1.66768746716105
0.792000000000001,1.75023058975278
0.794000000000001,1.83265087513562
0.796000000000001,1.91494253877015
0.798000000000001,1.99709980514409
0.800000000000001,2.07911690817761
0.802000000000001,2.16098809162804
0.804000000000001,2.24270760949383
0.806000000000001,2.32426972641786
0.808000000000001,2.40566871808994
0.810000000000001,2.48689887164857
0.812000000000001,2.5679544860819
0.814000000000001,2.64882987262783
0.816000000000001,2.72951935517327
0.818000000000001,2.81001727065253
0.820000000000001,2.89031796944474
0.822000000000001,2.97041581577037
0.824000000000001,3.0503051880868
0.826000000000001,3.1299804794828
0.828000000000001,3.20943609807212
0.830000000000001,3.28866646738585
0.832000000000001,3.3676660267639
0.834000000000001,3.44642923174519
0.836000000000001,3.52495055445681
0.838000000000001,3.60322448400197
0.840000000000001,3.6812455268468
0.842000000000001,3.75900820720589
0.844000000000001,3.83650706742659
0.846000000000001,3.91373666837205
0.848000000000001,3.99069158980297
0.850000000000001,4.06736643075802
0.852000000000001,4.14375580993286
0.854000000000001,4.21985436605785
0.856000000000001,4.2956567582743
0.858000000000001,4.37115766650935
0.860000000000001,4.4463517918493
0.862000000000001,4.52123385691153
0.864000000000001,4.5957986062149
0.866000000000001,4.67004080654858
0.868000000000001,4.74395524733931
0.870000000000001,4.81753674101717
0.872000000000001,4.89078012337958
0.874000000000001,4.96368025395379
0.876000000000001,5.03623201635763
0.878000000000001,5.10843031865862
0.880000000000001,5.18027009373132
0.882000000000001,5.25174629961298
0.884000000000001,5.32285391985736
0.886000000000001,5.39358796388686
0.888000000000001,5.46394346734271
0.890000000000001,5.53391549243346
0.892000000000001,5.60349912828147
0.894000000000001,5.67268949126758
0.896000000000001,5.74148172537392
0.898000000000001,5.80987100252462
0.900000000000001,5.87785252292475
0.902000000000001,5.94542151539715
0.904000000000001,6.01257323771728
0.906000000000001,6.07930297694607
0.908000000000001,6.14560604976067
0.910000000000001,6.21147780278312
0.912000000000001,6.27691361290703
0.914000000000001,6.34190888762191
0.916000000000001,6.40645906533563
0.918000000000001,6.47055961569446
0.920000000000001,6.53420603990107
0.922000000000001,6.59739387103028
0.924000000000001,6.66011867434253
0.926000000000001,6.72237604759518
0.928000000000001,6.7841616213514
0.930000000000001,6.84547105928691
0.932000000000001,6.90630005849425
0.934000000000001,6.96664434978483
0.936000000000001,7.02649969798851
0.938000000000001,7.08586190225088
0.940000000000001,7.14472679632805
0.942000000000001,7.20309024887909
0.944000000000001,7.26094816375594
0.946000000000001,7.31829648029093
0.948000000000001,7.37513117358175
0.950000000000001,7.43144825477396
0.952000000000001,7.48724377134088
0.954000000000001,7.54251380736106
0.956000000000001,7.59725448379307
0.958000000000001,7.65146195874776
0.960000000000001,7.70513242775791
0.962000000000001,7.75826212404521
0.964000000000001,7.81084731878465
0.966000000000001,7.86288432136621
0.968000000000001,7.91436947965387
0.970000000000001,7.96529918024198
0.972000000000001,8.01566984870878
0.974000000000001,8.06547794986734
0.976000000000001,8.11471998801363
0.978000000000001,8.16339250717185
0.980000000000001,8.21149209133706
0.982000000000001,8.2590153647148
0.984000000000001,8.30595899195814
0.986000000000001,8.35231967840169
0.988000000000001,8.39809417029284
0.990000000000001,8.44327925502017
0.992000000000001,8.48787176133883
0.994000000000001,8.53186855959322
0.996000000000001,8.57526656193653
0.998000000000001,8.61806272254757
1,8.6602540378444
1.002,8.70183754669527
1.004,8.74281033062635
1.006,8.78316951402659
1.008,8.82291226434955
1.01,8.86203579231216
1.012,8.90053735209054
1.014,8.93841424151265
1.016,8.97566380224799
1.018,9.01228341999412
1.02,9.0482705246602
1.022,9.08362259054732
1.024,9.11833713652577
1.026,9.15241172620919
1.028,9.18584396812555
1.03,9.21863151588501
1.032,9.25077206834459
1.034,9.28226336976964
1.036,9.31310320999221
1.038,9.34328942456613
1.04,9.37281989491892
1.042,9.40169254850051
1.044,9.42990535892865
1.046,9.45745634613118
1.048,9.48434357648494
1.05,9.51056516295154
1.052,9.53611926520977
1.054,9.56100408978473
1.056,9.58521789017377
1.058,9.60875896696899
1.06,9.63162566797659
1.062,9.65381638833275
1.064,9.67532957061631
1.066,9.69616370495807
1.068,9.71631732914674
1.07,9.73578902873161
1.072,9.75457743712174
1.074,9.77268123568194
1.076,9.7900991538253
1.078,9.80682996910236
