time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,1.0343829453775e-10,0,9.89401998400105e-11,4.12497395347783e-07,9.23012185292409e-11,7.50615599557603e-07,1.86173712729455e-10,1.33950671666891e-06,8.46232744986959e-11,1.00979993149524e-06,2.78093621996595e-10,2.19585580707619e-06,1.00918729337898e-10,5.51864237801675e-07,3.83796234721796e-10,2.053820525997e-06,8.71048783075134e-11,-1.07858389542337e-06,3.46466902566199e-10,-5.37937239471997e-07,-2.74113566314522e-10,-4.42892161501561e-06,-5.36139062096436e-10,-7.45534623580094e-06,-1.75144651679087e-09,-9.69433345920852e-06,-3.76147212370127e-09,-2.02496320436546e-05,-4.91734925806067e-09,-1.58450445557186e-05,-1.02428241321051e-08,-3.82959730306622e-05,-7.47969468973081e-09,-1.93121186400389e-05
0.004,0,0,2.37756373579721e-09,0,2.15819024117297e-09,2.81023812393617e-06,1.88492333154542e-09,4.81265520339448e-06,3.99894925530024e-09,7.97331785362543e-06,1.93700008044516e-09,4.65501991748915e-06,6.25570456587966e-09,1.03026007447758e-05,2.4069507945389e-09,-9.59841073662506e-07,7.7383772801505e-09,4.04734125324318e-06,-6.26255190403621e-10,-1.25657747246936e-05,1.17744944021944e-09,-1.67362665489405e-05,-1.51398972607396e-08,-2.98232134443198e-05,-2.8925923903944e-08,-5.67120608902942e-05,-4.81018550120147e-08,-5.03174101320884e-05,-9.93138221375608e-08,-0.000116700530146572,-9.26826041459255e-08,-6.8703392290432e-05,-2.08133374869284e-07,-0.000190740445654545,-1.18445524111436e-07,-7.6908858314708e-05
0.006,0,0,1.13203596230256e-08,0,1.02363894167748e-08,6.15667999832314e-06,9.15480600008577e-09,9.65965035692275e-06,2.00822468117095e-08,1.40681047315987e-05,1.08227039948857e-08,3.59648361439844e-06,2.99939773330067e-08,8.47080370813794e-06,5.49509284520893e-09,-1.70441406275939e-05,1.85873803585609e-08,-2.39471186442316e-05,-3.72939015392531e-08,-4.93913285884519e-05,-6.69190687735353e-08,-9.2565318338944e-05,-1.45288962102276e-07,-8.84333128838871e-05,-2.93328295846196e-07,-0.000200753301975138,-3.14487478304204e-07,-0.000127253871643699,-6.99261009218193e-07,-0.000344281715378907,-4.91567546713981e-07,-0.000157666636148687,-1.24696473920496e-06,-0.000510175027221704,-5.80160403409826e-07,-0.000170260231357617
0.008,0,0,2.35901474435668e-08,0,2.35498543628939e-08,1.8022895977042e-06,2.33445002072127e-08,-5.96531336296332e-08,4.47219157048271e-08,-7.2815627855253e-06,1.41926201910895e-08,-2.15302195379301e-05,3.31754498190437e-08,-4.75166668072592e-05,-5.26128932361756e-08,-6.1685565808808e-05,-1.02167391115546e-07,-0.000135133263111873,-2.42788918947404e-07,-0.000115215279092952,-5.06333638704403e-07,-0.00027997355039899,-5.90533824244339e-07,-0.000174777120644632,-1.32423099093501e-06,-0.000483763420952662,-1.05585021747887e-06,-0.000231510259570976,-2.61288971867918e-06,-0.000738548489417106,-1.50154320568792e-06,-0.000274835212974359,-4.24742491622361e-06,-0.00102480532204219,-1.70893952629546e-06,-0.00029224681786181
0.01,0,0,5.14831790428477e-08,0,4.51744427238142e-08,-1.58714168917695e-05,2.88121002603957e-08,-3.40885837434363e-05,2.86794262506197e-08,-7.28388120082815e-05,-8.28155310018611e-08,-8.21412282762252e-05,-1.75427159673442e-07,-0.000184556017487905,-3.59677693952421e-07,-0.000143340044483555,-7.71378035134471e-07,-0.000363051673842598,-8.76129228565202e-07,-0.000215029848150947,-2.01737298112832e-06,-0.000616224217472162,-1.65525877348997e-06,-0.000291412450651684,-4.14010524510392e-06,-0.000944278732320125,-2.60039852716911e-06,-0.00036289384422439,-7.18997324712883e-06,-0.00133615616761717,-3.45512059454922e-06,-0.000416751130278408,-1.08942906039989e-05,-0.00176703823130948,-3.84345821092901e-06,-0.000438306516586848
0.012,0,0,1.21316228903268e-07,0,7.53206710801034e-08,-4.16693073182829e-05,-1.9899855466802e-08,-8.41772762577928e-05,-1.45569292017852e-07,-0.000170003722995027,-4.79034464814027e-07,-0.000173282289506014,-1.00445354705351e-06,-0.000389644286711379,-1.3019288514411e-06,-0.000266568834687072,-2.87763628956645e-06,-0.000703822657135533,-2.50569101708082e-06,-0.000361826257652587,-6.12670929839651e-06,-0.00111252721410994,-4.0356706409477e-06,-0.000454685792372277,-1.10009144612633e-05,-0.00161006221312744,-5.71272967377097e-06,-0.000538021009688009,-1.74834931076169e-05,-0.00218176717186893,-7.17477586066167e-06,-0.000600758165754501,-2.50874616157283e-05,-0.00279924625435251,-7.84695449848105e-06,-0.000626310505675679
0.014,0,0,2.07032149833571e-07,0,6.59651737368205e-08,-7.26494037657262e-05,-2.13275821867237e-07,-0.000144875728067304,-6.96517203027254e-07,-0.000288834644470901,-1.44174307693023e-06,-0.000286969726335024,-3.06645103500702e-06,-0.00064530291459123,-3.41434906104731e-06,-0.000425171330627342,-7.7377443851962e-06,-0.00113716450838506,-6.0201227153539e-06,-0.000557283286774425,-1.52541788254181e-05,-0.00175658046570826,-9.06050985192286e-06,-0.000679420558861357,-2.58860275704359e-05,-0.00249036337055057,-1.21711660179239e-05,-0.000784467284382167,-3.94166915433225e-05,-0.00331592857591821,-1.473271857412e-05,-0.000860583449568738,-5.48764046215968e-05,-0.00419626994915188,-1.58699538185035e-05,-0.000890716856348538
0.016,0,0,2.9710580396834e-07,0,-2.02676648500561e-08,-0.000108847449722933,-6.39231299160702e-07,-0.000216097269390006,-1.84752561798117e-06,-0.000429020803806017,-3.27926392587845e-06,-0.000422664829334624,-7.06778603472388e-06,-0.000950903523600061,-7.38279132238802e-06,-0.000619340157321613,-1.70016874607359e-05,-0.00166361501467932,-1.26423012115421e-05,-0.000803625480086749,-3.25730333989843e-05,-0.00255199174064018,-1.85488466170474e-05,-0.000969288786221987,-5.40479044059281e-05,-0.00359264459769146,-2.42874991693687e-05,-0.00110620383721611,-8.07214611868146e-05,-0.00475038434995831,-2.87410139427263e-05,-0.0012009600434874,-0.000110659970486153,-0.0059749590720275,-3.05970430244002e-05,-0.00123679740639753
0.018,0,0,4.04288974813969e-07,0,-2.21360467455889e-07,-0.000152749455049829,-1.43706795614242e-06,-0.000302972154202372,-3.97579533553579e-06,-0.00060070969784741,-6.57046709318767e-06,-0.000590153645224981,-1.42512232819449e-05,-0.0013268182432966,-1.43580996003625e-05,-0.00085852450088254,-3.32973490513736e-05,-0.00230959266773487,-2.394719568237e-05,-0.00110232615984765,-6.23723038851678e-05,-0.00352063839493416,-3.42023776428064e-05,-0.00131355609240109,-0.000101448791699177,-0.00492243386828462,-4.36875506818657e-05,-0.00148187477994089,-0.000148922309674663,-0.00646574369345198,-5.07014594259674e-05,-0.00159419077503706,-0.000201433911548165,-0.00808709480692255,-5.34887113322334e-05,-0.00163529104957464
