time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,2.5860838338347e-11,0,2.47362594654968e-11,2.06253759087122e-07,2.30764325938986e-11,3.75317015193796e-07,4.65457031503979e-11,6.69769812232542e-07,2.11568516955017e-11,5.04912389397395e-07,6.95268027782776e-11,1.0979549177073e-06,2.52309150683183e-11,2.75938964545969e-07,9.59537485051248e-11,1.02693563516381e-06,2.17772862865502e-11,-5.3930505093993e-07,8.66209618313756e-11,-2.68974874800567e-07,-6.85317401253892e-11,-2.21451492469512e-06,-1.34041320403515e-10,-3.72776394324741e-06,-4.37883046522257e-10,-4.84728527313656e-06,-9.40414022637677e-10,-1.01250632845249e-05,-1.22939743153281e-09,-7.92271598764007e-06,-2.56083124394866e-09,-1.91484543507684e-05,-1.87001508173021e-09,-9.65629533101081e-06
0.004,0,0,5.94459321398553e-10,0,5.39610623473401e-10,1.40518801434797e-06,4.71286955913245e-10,2.40644974815262e-06,9.99854321800532e-10,3.98686980002624e-06,4.84305309447302e-10,2.32765339855836e-06,1.56410738600962e-09,5.15161451315128e-06,6.01808665896696e-10,-4.79881523646053e-07,1.93483250732628e-09,2.02390379709026e-06,-1.56548919308996e-10,-6.28311987668769e-06,2.94474351683228e-10,-8.36835217881205e-06,-3.78531789707267e-09,-1.49123130810862e-05,-7.23213268656874e-09,-2.83572720351798e-05,-1.20267571230951e-08,-2.51600671518989e-05,-2.483111909114e-08,-5.83532212699425e-05,-2.31734126216312e-08,-3.43537461439302e-05,-5.20393560121236e-08,-9.53754572084251e-05,-2.96150885415913e-08,-3.84568356342901e-05
0.006,0,0,2.83086486914962e-09,0,2.55980134630335e-09,3.07874954016715e-06,2.28932686095784e-09,4.83052843557207e-06,5.02191611830907e-09,7.03521920195675e-06,2.70639477997279e-09,1.7989285968191e-06,7.50064426113572e-09,4.23692434686997e-06,1.37452313646299e-09,-8.52218205141971e-06,4.64915331495313e-09,-1.19728963146147e-05,-9.3243832671658e-09,-2.46974125300485e-05,-1.67307794488745e-08,-4.62848994304045e-05,-3.63287891802913e-08,-4.42208317982829e-05,-7.3344630530307e-08,-0.000100384507374892,-7.86391581385912e-08,-6.36340307960898e-05,-1.7485172898565e-07,-0.000172157224589833,-1.22922304522454e-07,-7.88431249707849e-05,-3.11812692320722e-07,-0.000255114512872168,-1.45077885489368e-07,-8.51412006417093e-05
0.008,0,0,5.90120674260751e-09,0,5.89106262476821e-09,9.02474983692195e-07,5.83974424575614e-09,-2.76374922702754e-08,1.11880986955444e-08,-3.6373441880181e-06,3.5524774457581e-09,-1.07635515868235e-05,8.30503973218696e-09,-2.37548007840398e-05,-1.31517204987367e-08,-3.08445918459007e-05,-2.55353835223259e-08,-6.75676378196523e-05,-6.07110306069296e-08,-5.76152810866723e-05,-1.26606886286195e-07,-0.00013999914496462,-1.47683264259243e-07,-8.74038744686826e-05,-3.31158018106552e-07,-0.00024191357664571,-2.6406886548225e-07,-0.000115778787154293,-6.53460293024074e-07,-0.000369333533362805,-3.75553007141991e-07,-0.000137448390034696,-1.06228108661287e-06,-0.000512494781166595,-4.27433389220367e-07,-0.00014615734505019
0.01,0,0,1.28826537549484e-08,0,1.13067151218278e-08,-7.93297804791966e-06,7.21782780665602e-09,-1.70401095282575e-05,7.19838220482797e-09,-3.64135020427071e-05,-2.06901749719633e-08,-4.10696226258614e-05,-4.38246557300174e-08,-9.22754890014395e-05,-8.99323124194824e-08,-7.16787871423702e-05,-1.92858779985603e-07,-0.000181539226697451,-2.1912240726665e-07,-0.000107538713855992,-5.04513935453203e-07,-0.000308158262808175,-4.14048328813162e-07,-0.000145748292480424,-1.03552651543088e-06,-0.000472237011557428,-6.50530400776041e-07,-0.000181507596176906,-1.79852525926965e-06,-0.000668244396139637,-8.64405185643918e-07,-0.00020845123898027,-2.72528962235578e-06,-0.00088376523740122,-9.61583966552367e-07,-0.000219235271909791
0.012,0,0,3.03661585190958e-08,0,1.887263400189e-08,-2.08303070992537e-05,-4.92722425627242e-09,-4.20828940340638e-05,-3.63086974709941e-08,-8.49957865649504e-05,-1.19736574779273e-07,-8.66458898278841e-05,-2.51063447989785e-07,-0.00019483166353021,-3.25594638529455e-07,-0.000133312761102238,-7.19604022760386e-07,-0.000351965072811898,-6.26828367894154e-07,-0.000180974431837218,-1.53249491907901e-06,-0.000556397281105977,-1.00978153005043e-06,-0.000227441761534768,-2.75218717861528e-06,-0.000805282151811289,-1.42960751670813e-06,-0.00026914560380584,-4.3745271836339e-06,-0.00109128466928837,-1.79563485291733e-06,-0.00030054201287207,-6.27761456706774e-06,-0.00140019452971397,-1.96392217347514e-06,-0.000313329464700238
0.014,0,0,5.18638293068942e-08,0,1.66106311997922e-08,-3.63186706927028e-05,-5.3192453696485e-08,-7.24320000736806e-05,-1.73929545144687e-07,-0.000144416595623844,-3.60447370998312e-07,-0.000143506137789801,-7.66638770639266e-07,-0.000322696157093911,-8.54097097392336e-07,-0.000212658604078112,-1.93540737759e-06,-0.000568732584286498,-1.5064846309892e-06,-0.000278781743588693,-3.81661267237389e-06,-0.000878616939565154,-2.26791805855802e-06,-0.000339922911105309,-6.47811999048939e-06,-0.00124575527632875,-3.04709116249261e-06,-0.000392512769380281,-9.8657692416423e-06,-0.00165884321111361,-3.68877063743971e-06,-0.000430619247351729,-1.37366575132137e-05,-0.00209935368021564,-3.97365869490345e-06,-0.000445704572858701
0.016,0,0,7.45257076223374e-08,0,-4.79490443177517e-09,-5.4417639725653e-05,-1.5954608755368e-07,-0.000108048178663145,-4.61534638869871e-07,-0.000214529941870217,-8.20065334986805e-07,-0.000211392848834575,-1.76751925000674e-06,-0.000475580950643176,-1.84747593780577e-06,-0.000309834571134307,-4.25402061125968e-06,-0.00083216400941807,-3.1650257875445e-06,-0.000402105164489405,-8.15302876234648e-06,-0.00127671102146155,-4.64520070659082e-06,-0.000485068077596576,-1.35316233076706e-05,-0.00179752043736018,-6.08359714420868e-06,-0.000553639730086838,-2.0213332689082e-05,-0.00237697111638653,-7.19996408153014e-06,-0.000601096583502279,-2.77134813850698e-05,-0.00298989412651944,-7.66523704853514e-06,-0.000619044118293911
0.018,0,0,1.01565255093306e-07,0,-5.48447107055048e-08,-7.63769926497375e-05,-3.58895883117792e-07,-0.000151510285060345,-9.9371186022227e-07,-0.000300436932580152,-1.64385951106313e-06,-0.000295226198196998,-3.56564171742567e-06,-0.000663732180770757,-3.59486213579622e-06,-0.000429602848783868,-8.33561912668788e-06,-0.00115556966097269,-5.99870614624903e-06,-0.000551725028229351,-1.56202563525278e-05,-0.00176176442960702,-8.57061769264375e-06,-0.000657556268946061,-2.54135113403486e-05,-0.00246353448986763,-1.09499618338047e-05,-0.000741895444092586,-3.7313250431396e-05,-0.00323621280586394,-1.27095337252582e-05,-0.000798172406466898,-5.04769053966848e-05,-0.00404799329572718,-1.34088087477822e-05,-0.000818764606978543
