time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,1.48952968764414e-10,0,1.42475633736086e-10,4.94999880864593e-07,1.32915384793383e-10,9.00744182888545e-07,2.68093434832868e-10,1.60741779763127e-06,1.21859013382757e-10,1.21176723082959e-06,4.00459730902535e-10,2.63504287330181e-06,1.45324754366233e-10,6.62241003125747e-07,5.52673357269753e-10,2.46459935887422e-06,1.25432555500512e-10,-1.29430872037016e-06,4.98918451096889e-10,-6.45529094576084e-07,-3.94728380748256e-10,-5.31473853661624e-06,-7.72049707833724e-10,-8.9464707400161e-06,-2.52211386919577e-09,-1.16332713811662e-05,-5.41658620462808e-09,-2.42997077347853e-05,-7.08106969187195e-09,-1.90141699539206e-05,-1.47498475143556e-08,-4.59554496576267e-05,-1.07708924364777e-08,-2.31746844630036e-05
0.004,0,0,3.42378183446322e-09,0,3.1078779443289e-09,3.37231849201267e-06,2.71436593093022e-09,5.77524311203969e-06,5.75864557906769e-09,9.56807779874409e-06,2.78935699411904e-09,5.58608511475353e-06,9.00846001829395e-09,1.2363255296786e-05,3.46610195682405e-09,-1.1518064626305e-06,1.11435793245688e-08,4.8568833186589e-06,-9.01795409357504e-10,-1.50790699330066e-05,1.6956699280674e-09,-2.0083702053808e-05,-2.18019092067455e-08,-3.57882469364652e-05,-4.16541938116015e-08,-6.80552168394824e-05,-6.92683734213484e-08,-6.03816391750383e-05,-1.43015429756256e-07,-0.000140042325068165,-1.3346662483403e-07,-8.24452073541319e-05,-2.99720069847008e-07,-0.000228891494527025,-1.70566536347836e-07,-9.22919772232658e-05
0.006,0,0,1.63021932443623e-08,0,1.4741230595487e-08,7.38812635069746e-06,1.31837041282755e-08,1.15917580469222e-05,2.89200769465537e-08,1.6881998248887e-05,1.5585549786978e-08,4.31588534936249e-06,4.31938181781919e-08,1.01651944217379e-05,7.91363065870997e-09,-2.04532089543641e-05,2.67682850376786e-08,-2.87368624008565e-05,-5.3704480646875e-08,-5.92705159944765e-05,-9.63649357661009e-08,-0.000111080126909394,-2.09223632641316e-07,-0.000106121969771796,-4.22407469520203e-07,-0.000240908388050646,-4.52881929339576e-07,-0.000152708055566941,-1.00697865459228e-06,-0.000413146639513201,-7.0789348191239e-07,-0.000189204824419635,-1.79571424799654e-06,-0.000612223949968222,-8.3547681264314e-07,-0.000204317879818703
0.008,0,0,3.39735684815232e-08,0,3.39155410345971e-08,2.16283675014208e-06,3.36198238658387e-08,-7.14937720115438e-08,6.44070003913366e-08,-8.73787871669811e-06,2.04407475061833e-08,-2.5836638145083e-05,4.77819991879558e-08,-5.70208864368161e-05,-7.57632670289337e-08,-7.40241985013337e-05,-1.47118595242594e-07,-0.000162163248031286,-3.49631754465836e-07,-0.00013826186583398,-7.29149324620778e-07,-0.000335976535603333,-8.50419643146517e-07,-0.000209739057335877,-1.90700051981427e-06,-0.000580532720886262,-1.52053498925143e-06,-0.000277822560148711,-3.76281554655655e-06,-0.000886286941747922,-2.16240358867463e-06,-0.000329816155620162,-6.11675217261691e-06,-0.00122981019665899,-2.46109327628375e-06,-0.000350711877883099
0.01,0,0,7.41465034521125e-08,0,6.50612682429252e-08,-1.90463699579024e-05,4.14979921358805e-08,-4.09076202520077e-05,4.13133072252328e-08,-8.74092921178907e-05,-1.19255005943705e-07,-9.85723499443318e-05,-2.52611681857771e-07,-0.000221473964915133,-5.1796241415457e-07,-0.000172013448593053,-1.11083421917504e-06,-0.000435676053938692,-1.26171402378828e-06,-0.000258045332415911,-2.90520928216132e-06,-0.000739495478859899,-2.38378055216204e-06,-0.000349710485007661,-5.96224007036045e-06,-0.00113318012464382,-3.74496784136754e-06,-0.000435495680676629,-1.03545504448977e-05,-0.00160345990210874,-4.9759766105748e-06,-0.000500131729765162,-1.56894408765641e-05,-0.00212055104110592,-5.53529401521616e-06,-0.000526001745759212
0.012,0,0,1.74715595116864e-07,0,1.08470246512831e-07,-5.0007442871043e-05,-2.8666946756531e-08,-0.000101020276255631,-2.09651383584849e-07,-0.000204018185406325,-6.89881933115392e-07,-0.000207949704522364,-1.44655612156607e-06,-0.000467599098764176,-1.87493427791828e-06,-0.000319896244453946,-4.14416068757387e-06,-0.000844628845269327,-3.60849596695212e-06,-0.000434209762344201,-8.82324529405066e-06,-0.00133509629920116,-5.81192715993039e-06,-0.000545649301599309,-1.58428533051418e-05,-0.00193217014406312,-8.22729534754889e-06,-0.000645662963789547,-2.51789651640863e-05,-0.00261825994873326,-1.03331027010384e-05,-0.000720959424074815,-3.6130262944886e-05,-0.00335928833262642,-1.13012878834541e-05,-0.000751628241591236
0.014,0,0,2.98133400317225e-07,0,9.49278963727433e-08,-8.71935304062241e-05,-3.07286294307002e-07,-0.000173875283178158,-1.00334294160817e-06,-0.000346644111408008,-2.0765239329557e-06,-0.00034439360416867,-4.41653923640453e-06,-0.00077443474862385,-4.91721468307797e-06,-0.000510232409952304,-1.11437923487024e-05,-0.00136469349028843,-8.6696109344424e-06,-0.000668763308036289,-2.19681769651827e-05,-0.00210801641315692,-1.30479766362482e-05,-0.000815330106042006,-3.72791070367283e-05,-0.00298858569732183,-1.75278270878066e-05,-0.00094139618059353,-5.67649766403518e-05,-0.00397930674541329,-2.12172043088387e-05,-0.00103275048143025,-7.90293355138931e-05,-0.00503577236264441,-2.28552663509862e-05,-0.00106891943798056
0.016,0,0,4.27748429125031e-07,0,-2.95084580055414e-08,-0.000130649685555078,-9.21172654731038e-07,-0.000259371804557515,-2.66180402716981e-06,-0.000514918374447905,-4.72346796671635e-06,-0.000507257645216485,-1.01803249832515e-05,-0.00114122761304713,-1.06324483418147e-05,-0.000743245559831474,-2.44860115257188e-05,-0.00199650401121883,-1.82053542584538e-05,-0.000964358880115885,-4.69087441381467e-05,-0.00306255349764403,-2.67099534825523e-05,-0.00116313579329835,-7.78320424737025e-05,-0.00431132445448277,-3.49735164818921e-05,-0.00132743373601753,-0.000116241833688441,-0.00570060826804421,-4.1387384650789e-05,-0.00144115667514027,-0.000159354037274904,-0.00717011012823929,-4.40607378802543e-05,-0.00148417363387444
0.018,0,0,5.8189082093737e-07,0,-3.1961774413476e-07,-0.000183354945205452,-2.07104967688968e-06,-0.000363657382422776,-5.72834299884891e-06,-0.000721000267165803,-9.46417558080195e-06,-0.000708267040243413,-2.05271439098465e-05,-0.00159238507900229,-2.06768958881488e-05,-0.00103025062123101,-4.79530833497402e-05,-0.00277169841801238,-3.44815491029681e-05,-0.00132273935392654,-8.98165811297911e-05,-0.00422487220529427,-4.92451222984092e-05,-0.00157616259363827,-0.000146079198939054,-0.005906911054101,-6.29017548682746e-05,-0.00177812952288008,-0.000214432826475641,-0.00775876896947879,-7.30022723084299e-05,-0.00191292485929628,-0.00029004230024278,-0.00970429640556815,-7.70168692957294e-05,-0.00196226164191382
