time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,5.95717222903722e-10,0,5.69812025580949e-10,9.89920623804431e-07,5.3157715413956e-10,1.80134421496538e-06,1.07220355355176e-09,3.21457811454185e-06,4.87358828946615e-10,2.42333981225507e-06,1.60158483283045e-09,5.26966251745071e-06,5.81206825305171e-10,1.32437408044378e-06,2.21034259338467e-09,4.92879995224364e-06,5.01650289211396e-10,-2.5884141394443e-06,1.99535675873341e-09,-1.29096453559108e-06,-1.57866308343526e-09,-1.06286336400582e-05,-3.08770827295486e-09,-1.78915292159225e-05,-1.00868524017762e-08,-2.32646941631809e-05,-2.16629026493738e-08,-4.85955638341625e-05,-2.83197798576923e-08,-3.8025319693508e-05,-5.89900205195481e-08,-9.19036092171986e-05,-4.30767309969165e-08,-4.63456901950541e-05
0.004,0,0,1.36899066576975e-08,0,1.24267089824734e-08,6.7435097276189e-06,1.08532084252058e-08,1.15484825348394e-05,2.30257047430817e-08,1.91326856470484e-05,1.1153255966133e-08,1.11697839142241e-05,3.60200850642245e-08,2.47212864805564e-05,1.3858982531904e-08,-2.30434472082974e-06,4.45561628613733e-08,9.70973369650287e-06,-3.60840730532498e-09,-3.01545174048896e-05,6.77407427216612e-09,-4.01642939732027e-05,-8.71814633358904e-08,-7.15652778526623e-05,-1.66567084264785e-07,-0.00013609105937333,-2.76974745962869e-07,-0.000120741611069773,-5.71858602948878e-07,-0.000280038029514776,-5.33656141556617e-07,-0.000164857878453513,-1.19842241678791e-06,-0.000457700256911254,-6.8198431094913e-07,-0.000184545838328247
0.006,0,0,6.51478950041068e-08,0,5.891003363067e-08,1.47690553517269e-05,5.26866122917573e-08,2.31710860302075e-05,1.15575243519212e-07,3.37432405800955e-05,6.22862593745661e-08,8.61922312431312e-06,1.72607125508493e-07,2.03025560109197e-05,3.1593819654531e-08,-4.09057089290244e-05,1.06890034464656e-07,-5.74883552600247e-05,-2.14749405079259e-07,-0.000118513001345296,-3.85384147336861e-07,-0.000222127703584388,-8.36381582056683e-07,-0.00021217575957255,-1.68864980510033e-06,-0.000481692510900175,-1.8101746920356e-06,-0.000305300384155028,-4.02506808665836e-06,-0.000826030591114857,-2.82920659630886e-06,-0.000378250576412389,-7.17729030889499e-06,-0.00122401314577427,-3.33897675638493e-06,-0.00040845660111773
0.008,0,0,1.35601539334828e-07,0,1.35375862918679e-07,4.30070338155315e-06,1.3419102881942e-07,-1.84418161256991e-07,2.57015864551192e-07,-1.75416699217134e-05,8.14056485213868e-08,-5.17053738263424e-05,1.9021150265177e-07,-0.000114114764031617,-3.03199421769033e-07,-0.000148022756924283,-5.89039237870505e-07,-0.000324327030639776,-1.39744426405636e-06,-0.000276398258918185,-2.91478089404231e-06,-0.000671765197173395,-3.39770348260657e-06,-0.000419223328907586,-7.62006313252197e-06,-0.00116055350773831,-6.07368004670204e-06,-0.000555252672140912,-1.50324128537163e-05,-0.001771608594955,-8.63639668859371e-06,-0.000659125028560178,-2.44334146760172e-05,-0.00245811545444496,-9.82874143751045e-06,-0.000700866749967179
0.01,0,0,2.9562431870216e-07,0,2.59161022389037e-07,-3.81489934801752e-05,1.64733922564769e-07,-8.19031401010446e-05,1.62810612445829e-07,-0.000174947712898607,-4.78285962086596e-07,-0.000197180671205357,-1.01335533141404e-06,-0.000443036028798673,-2.07097718469606e-06,-0.000343890922554264,-4.44261005891236e-06,-0.000871178705417481,-5.03961683070349e-06,-0.000515691377787112,-1.16074239604315e-05,-0.00147826336780421,-9.51612075042559e-06,-0.000698707462982044,-2.38087882428204e-05,-0.00226476055862198,-1.49449711041149e-05,-0.000869966218009645,-4.13351194871751e-05,-0.00320416440336931,-1.98536444275395e-05,-0.00099899446310409,-6.26197464979929e-05,-0.00423701208130753,-2.20835667274903e-05,-0.00105063418145913
0.012,0,0,6.95700220013873e-07,0,4.3008794137415e-07,-0.000100123107259455,-1.19175471152575e-07,-0.000202194653985787,-8.46639837506931e-07,-0.000408232943995729,-2.76238989076618e-06,-0.000415872742025801,-5.79246317618593e-06,-0.000935168044584398,-7.49124668576313e-06,-0.000639330165020282,-1.65629997635955e-05,-0.00168847364101569,-1.44002959284318e-05,-0.00086735406756733,-3.52271472161208e-05,-0.002668008955877,-2.31750747315176e-05,-0.00108956272479481,-6.32097980474012e-05,-0.00386009938861465,-3.27898562388319e-05,-0.0012889645950799,-0.000100412909088779,-0.00522966805274913,-4.1171242991172e-05,-0.00143909547002246,-0.000144044641907497,-0.00670878292803279,-4.50246649625265e-05,-0.00150025284077513
0.014,0,0,1.18294816494404e-06,0,3.68083662832644e-07,-0.000174584667413407,-1.24266888725804e-06,-0.000348003635907414,-4.03576056415865e-06,-0.00069354779640532,-8.30977408824512e-06,-0.000688553415866241,-1.76734937938664e-05,-0.00154842686144975,-1.9628484225883e-05,-0.00101922619795408,-4.45027247086412e-05,-0.00272707020732249,-3.45526248843388e-05,-0.00133498616467442,-8.76166570803816e-05,-0.00421048594465011,-5.19462968023315e-05,-0.00162674822368179,-0.000148548431239461,-0.00596708469057496,-6.97336704378732e-05,-0.00187767051464668,-0.000226056061276159,-0.00794294811740325,-8.43818146525222e-05,-0.00205954306018156,-0.000314596063748368,-0.010049720432328,-9.08862947552031e-05,-0.00213157750461424
0.016,0,0,1.68736390575145e-06,0,-1.46447481924713e-07,-0.000261600112214185,-3.71618168049898e-06,-0.000519062671331445,-1.06940923414408e-05,-0.00102999012267404,-1.88858527204395e-05,-0.00101369903117035,-4.06990690454895e-05,-0.0022807980062319,-4.23808890312853e-05,-0.00148356377725572,-9.76549198999354e-05,-0.00398714321607648,-7.2419714292098e-05,-0.001923189291393,-0.000186782211706423,-0.006112391786775,-0.000106106280816421,-0.00231813769910897,-0.000309568509804172,-0.00860066257743881,-0.000138819548603595,-0.00264456340708434,-0.000461991750586537,-0.0113681490180791,-0.000164212273111165,-0.0028706012996632,-0.000633034380878217,-0.0142951212854156,-0.0001747981872602,-0.0029561562799487
0.018,0,0,2.27985967182033e-06,0,-1.33258445670596e-06,-0.000366966719924766,-8.33569653625573e-06,-0.000727342491641896,-2.29685417023539e-05,-0.00144123589493277,-3.77716500861553e-05,-0.0014141298897524,-8.19059848522301e-05,-0.00317970402725363,-8.22329615225764e-05,-0.00205412234503535,-0.000190833469743063,-0.00552966460288296,-0.000136814067355469,-0.00263449452629796,-0.000356790766153909,-0.00842278333880588,-0.000195089083202246,-0.00313695146315137,-0.000579563891024733,-0.0117696451207038,-0.000248963878527787,-0.00353739598225021,-0.000850038671689339,-0.0154532971863526,-0.000288819576209604,-0.00380482664056206,-0.00114915017338742,-0.0193228578692833,-0.000304665783009294,-0.00390279659716
