time,Ft
0,0
0.002,-0.558487213565811
0.004,-1.11686554894276
0.006,-1.67502614916799
0.008,-2.23286019972655
0.01,-2.79025894976501
0.012,-3.34711373329262
0.014,-3.90331599036598
0.016,-4.45875728825302
0.018,-5.01332934257217
0.02,-5.56692403840262
0.022,-6.11943345136152
0.024,-6.67074986864409
0.026,-7.2207658100224
0.028,-7.76937404879888
0.03,-8.31646763271038
0.032,-8.8619399047787
0.034,-9.40568452410361
0.036,-9.9475954865942
0.038,-10.4875671456346
0.04,-11.02549423268
0.042,-11.5612718777789
0.044,-12.0947956300178
0.046,-12.6259614778841
0.048,-13.1546658695433
0.05,-13.6808057330268
0.052,-14.2042784963255
0.054,-14.7249821073871
0.056,-15.242815054011
0.058,-15.7576763836381
0.06,-16.269465723032
0.062,-16.7780832978471
0.064,-17.2834299520793
0.066,-17.7854071673971
0.068,-18.2839170823478
0.07,-18.7788625114356
0.0720000000000001,-19.2701469640686
0.0740000000000001,-19.7576746633693
0.0760000000000001,-20.2413505648466
0.0780000000000001,-20.7210803749252
0.0800000000000001,-21.1967705693282
0.0820000000000001,-21.6683284113096
0.0840000000000001,-22.1356619697338
0.0860000000000001,-22.5986801369975
0.0880000000000001,-23.0572926467917
0.0900000000000001,-23.5114100916989
0.0920000000000001,-23.9609439406235
0.0940000000000001,-24.4058065560507
0.0960000000000001,-24.8459112111324
0.0980000000000001,-25.2811721065941
0.1,-25.7115043874616
0.102,-26.1368241596042
0.104,-26.5570485060897
0.106,-26.972095503349
0.108,-27.3818842371476
0.11,-27.7863348183599
0.112,-28.1853683985438
0.114,-28.5789071853122
0.116,-28.9668744574987
0.118,-29.3491945801151
0.12,-29.7257930190958
0.122,-30.096596355829
0.124,-30.4615323014695
0.126,-30.8205297110316
0.128,-31.173518597259
0.13,-31.5204301442689
0.132,-31.8611967209679
0.134,-32.1957518942366
0.136,-32.5240304418811
0.138,-32.8459683653482
0.14,-33.1615029022017
0.142,-33.4705725383585
0.144,-33.7731170200806
0.146,-34.0690773657219
0.148,-34.3583958772266
0.15,-34.6410161513776
0.152,-34.9168830907924
0.154,-35.1859429146647
0.156,-35.4481431692486
0.158,-35.703432738085
0.16,-35.9517618519667
0.162,-36.1930820986408
0.164,-36.4273464322471
0.166,-36.6545091824896
0.168,-36.87452606354
0.17,-37.0873541826715
0.172,-37.2929520486205
0.174,-37.4912795796757
0.176,-37.6822981114919
0.178,-37.8659704046279
0.18,-38.0422606518062
0.182,-38.2111344848938
0.184,-38.3725589816023
0.186,-38.5265026719063
0.188,-38.6729355441784
0.19,-38.8118290510399
0.192,-38.9431561149264
0.194,-39.0668911333667
0.196,-39.1830099839738
0.198,-39.2914900291476
0.2,-39.3923101204883
0.202,-39.4854506029195
0.204,-39.5708933185195
0.206,-39.6486216100617
0.208,-39.7186203242615
0.21,-39.7808758147309
0.212,-39.8353759446388
0.214,-39.8821100890768
0.216,-39.9210691371309
0.218,-39.9522454936574
0.22,-39.9756330807638
0.222,-39.9912273389938
0.224,-39.9990252282158
0.226,-39.9990252282158
0.228,-39.9912273389938
0.23,-39.9756330807638
0.232,-39.9522454936574
0.234,-39.9210691371309
0.236,-39.8821100890768
0.238,-39.8353759446388
0.24,-39.7808758147309
0.242,-39.7186203242615
0.244,-39.6486216100617
0.246,-39.5708933185195
0.248,-39.4854506029195
0.25,-39.3923101204883
0.252,-39.2914900291475
0.254,-39.1830099839738
0.256,-39.0668911333667
0.258,-38.9431561149264
0.26,-38.8118290510398
0.262,-38.6729355441784
0.264,-38.5265026719063
0.266,-38.3725589816023
0.268,-38.2111344848937
0.27,-38.0422606518061
0.272,-37.8659704046278
0.274,-37.6822981114918
0.276,-37.4912795796756
0.278,-37.2929520486205
0.28,-37.0873541826715
0.282,-36.87452606354
0.284,-36.6545091824896
0.286,-36.4273464322471
0.288,-36.1930820986408
0.29,-35.9517618519667
0.292,-35.703432738085
0.294,-35.4481431692486
0.296,-35.1859429146646
0.298,-34.9168830907924
0.3,-34.6410161513775
0.302,-34.3583958772265
0.304,-34.0690773657219
0.306,-33.7731170200806
0.308,-33.4705725383584
0.31,-33.1615029022016
0.312,-32.8459683653481
0.314,-32.5240304418811
0.316,-32.1957518942365
0.318,-31.8611967209678
0.32,-31.5204301442688
0.322,-31.1735185972589
0.324,-30.8205297110315
0.326,-30.4615323014694
0.328,-30.0965963558289
0.33,-29.7257930190957
0.332,-29.349194580115
0.334,-28.9668744574987
0.336,-28.5789071853121
0.338,-28.1853683985437
0.34,-27.7863348183598
0.342,-27.3818842371475
0.344,-26.9720955033489
0.346,-26.5570485060896
0.348,-26.1368241596042
0.35,-25.7115043874615
0.352,-25.281172106594
0.354,-24.8459112111323
0.356,-24.4058065560506
0.358,-23.9609439406234
0.36,-23.5114100916989
0.362,-23.0572926467917
0.364,-22.5986801369974
0.366,-22.1356619697337
0.368,-21.6683284113095
0.37,-21.1967705693281
0.372,-20.7210803749251
0.374,-20.2413505648465
0.376,-19.7576746633692
0.378,-19.2701469640685
0.38,-18.7788625114355
0.382,-18.2839170823477
0.384,-17.785407167397
0.386,-17.2834299520792
0.388,-16.778083297847
0.39,-16.2694657230319
0.392,-15.757676383638
0.394,-15.2428150540109
0.396,-14.724982107387
