time,Ft
0,0
0.002,-0.251300954433375
0.004,-0.502443181797696
0.006,-0.753268055279327
0.008,-1.00361714851215
0.01,-1.25333233564304
0.012,-1.50225589120757
0.014,-1.75023058975276
0.016,-1.99709980514407
0.018,-2.24270760949381
0.02,-2.48689887164855
0.022,-2.72951935517325
0.024,-2.97041581577035
0.026,-3.2094360980721
0.028,-3.44642923174517
0.03,-3.68124552684678
0.032,-3.91373666837203
0.034,-4.14375580993284
0.036,-4.37115766650933
0.038,-4.59579860621488
0.04,-4.81753674101715
0.042,-5.03623201635761
0.044,-5.25174629961296
0.046,-5.46394346734269
0.048,-5.67268949126757
0.05,-5.87785252292473
0.052,-6.07930297694606
0.054,-6.27691361290701
0.056,-6.47055961569445
0.058,-6.66011867434252
0.06,-6.84547105928689
0.062,-7.02649969798849
0.064,-7.20309024887907
0.066,-7.37513117358174
0.068,-7.54251380736104
0.07,-7.7051324277579
0.0720000000000001,-7.86288432136619
0.0740000000000001,-8.01566984870877
0.0760000000000001,-8.16339250717184
0.0780000000000001,-8.30595899195813
0.0800000000000001,-8.44327925502015
0.0820000000000001,-8.57526656193653
0.0840000000000001,-8.70183754669526
0.0860000000000001,-8.82291226434954
0.0880000000000001,-8.93841424151264
0.0900000000000001,-9.0482705246602
0.0920000000000001,-9.15241172620918
0.0940000000000001,-9.25077206834458
0.0960000000000001,-9.34328942456612
0.0980000000000001,-9.42990535892865
0.1,-9.51056516295154
0.102,-9.58521789017376
0.104,-9.65381638833274
0.106,-9.71631732914674
0.108,-9.77268123568194
0.11,-9.82287250728689
0.112,-9.86685944207868
0.114,-9.90461425696651
0.116,-9.93611310520009
0.118,-9.96133609143173
0.12,-9.98026728428272
0.122,-9.99289472640589
0.124,-9.99921044203816
0.126,-9.99921044203816
0.128,-9.99289472640589
0.13,-9.98026728428271
0.132,-9.96133609143172
0.134,-9.93611310520008
0.136,-9.90461425696651
0.138,-9.86685944207868
0.14,-9.82287250728688
0.142,-9.77268123568193
0.144,-9.71631732914674
0.146,-9.65381638833274
0.148,-9.58521789017376
0.15,-9.51056516295153
0.152,-9.42990535892864
0.154,-9.34328942456612
0.156,-9.25077206834458
0.158,-9.15241172620917
0.16,-9.04827052466019
0.162,-8.93841424151263
0.164,-8.82291226434953
0.166,-8.70183754669525
0.168,-8.57526656193652
0.17,-8.44327925502014
0.172,-8.30595899195812
0.174,-8.16339250717183
0.176,-8.01566984870876
0.178,-7.86288432136618
0.18,-7.70513242775788
0.182,-7.54251380736103
0.184,-7.37513117358173
0.186,-7.20309024887906
0.188,-7.02649969798848
0.19,-6.84547105928688
0.192,-6.6601186743425
0.194,-6.47055961569443
0.196,-6.27691361290699
0.198,-6.07930297694604
0.2,-5.87785252292472
0.202,-5.67268949126755
0.204,-5.46394346734268
0.206,-5.25174629961294
0.208,-5.03623201635759
0.21,-4.81753674101714
0.212,-4.59579860621486
0.214,-4.37115766650931
0.216,-4.14375580993282
0.218,-3.91373666837201
0.22,-3.68124552684676
0.222,-3.44642923174515
0.224,-3.20943609807208
0.226,-2.97041581577033
0.228,-2.72951935517323
0.23,-2.48689887164853
0.232,-2.24270760949379
0.234,-1.99709980514405
