time,Ft
0,0
0.002,-2.010407635467
0.004,-4.01954545438156
0.006,-6.02614444223462
0.008,-8.02893718809719
0.01,-10.0266586851443
0.012,-12.0180471296606
0.014,-14.0018447180221
0.016,-15.9767984411526
0.018,-17.9416608759505
0.02,-19.8951909731884
0.022,-21.836154841386
0.024,-23.7633265261628
0.026,-25.6754887845768
0.028,-27.5714338539614
0.03,-29.4499642147742
0.032,-31.3098933469762
0.034,-33.1500464794627
0.036,-34.9692613320747
0.038,-36.766388849719
0.04,-38.5402939281372
0.042,-40.2898561308609
0.044,-42.0139703969037
0.046,-43.7115477387415
0.048,-45.3815159301405
0.05,-47.0228201833979
0.052,-48.6344238155685
0.054,-50.2153089032561
0.056,-51.7644769255556
0.058,-53.2809493947402
0.06,-54.7637684742951
0.062,-56.211997583908
0.064,-57.6247219910326
0.066,-59.0010493886539
0.068,-60.3401104588883
0.07,-61.6410594220632
0.0720000000000001,-62.9030745709295
0.0740000000000001,-64.1253587896702
0.0760000000000001,-65.3071400573747
0.0780000000000001,-66.447671935665
0.0800000000000001,-67.5462340401612
0.0820000000000001,-68.6021324954922
0.0840000000000001,-69.6147003735621
0.0860000000000001,-70.5832981147963
0.0880000000000001,-71.5073139321011
0.0900000000000001,-72.3861641972816
0.0920000000000001,-73.2192938096734
0.0940000000000001,-74.0061765467567
0.0960000000000001,-74.746315396529
0.0980000000000001,-75.4392428714292
0.1,-76.0845213036123
0.102,-76.6817431213901
0.104,-77.2305311066619
0.106,-77.7305386331739
0.108,-78.1814498854555
0.11,-78.5829800582951
0.112,-78.9348755366295
0.114,-79.2369140557321
0.116,-79.4889048416007
0.118,-79.6906887314538
0.12,-79.8421382742617
0.122,-79.9431578112471
0.124,-79.9936835363053
0.126,-79.9936835363053
0.128,-79.9431578112471
0.13,-79.8421382742617
0.132,-79.6906887314538
0.134,-79.4889048416007
0.136,-79.2369140557321
0.138,-78.9348755366294
0.14,-78.5829800582951
0.142,-78.1814498854555
0.144,-77.7305386331739
0.146,-77.2305311066619
0.148,-76.68174312139
0.15,-76.0845213036123
0.152,-75.4392428714291
0.154,-74.7463153965289
0.156,-74.0061765467566
0.158,-73.2192938096734
0.16,-72.3861641972815
0.162,-71.5073139321011
0.164,-70.5832981147962
0.166,-69.614700373562
0.168,-68.6021324954921
0.17,-67.5462340401611
0.172,-66.447671935665
0.174,-65.3071400573746
0.176,-64.1253587896701
0.178,-62.9030745709294
0.18,-61.6410594220631
0.182,-60.3401104588882
0.184,-59.0010493886538
0.186,-57.6247219910325
0.188,-56.2119975839078
0.19,-54.763768474295
0.192,-53.28094939474
0.194,-51.7644769255554
0.196,-50.2153089032559
0.198,-48.6344238155683
0.2,-47.0228201833977
0.202,-45.3815159301404
0.204,-43.7115477387414
0.206,-42.0139703969035
0.208,-40.2898561308607
0.21,-38.5402939281371
0.212,-36.7663888497189
0.214,-34.9692613320745
0.216,-33.1500464794626
0.218,-31.3098933469761
0.22,-29.4499642147741
0.222,-27.5714338539612
0.224,-25.6754887845766
0.226,-23.7633265261626
0.228,-21.8361548413859
0.23,-19.8951909731882
0.232,-17.9416608759503
0.234,-15.9767984411524
0.236,-14.0018447180219
0.238,-12.0180471296604
0.24,-10.0266586851442
0.242,-8.02893718809702
0.244,-6.02614444223443
0.246,-4.0195454543814
0.248,-2.01040763546681
0.25,1.67838509546846e-13
0.252,2.01040763546715
0.254,4.01954545438173
0.256,6.02614444223477
0.258,8.02893718809736
0.26,10.0266586851445
0.262,12.0180471296607
0.264,14.0018447180223
0.266,15.9767984411527
0.268,17.9416608759507
0.27,19.8951909731885
0.272,21.8361548413862
0.274,23.763326526163
0.276,25.6754887845769
0.278,27.5714338539615
0.28,29.4499642147744
0.282,31.3098933469764
0.284,33.1500464794629
0.286,34.9692613320748
0.288,36.7663888497192
0.29,38.5402939281374
0.292,40.289856130861
0.294,42.0139703969038
0.296,43.7115477387417
0.298,45.3815159301407
0.3,47.022820183398
0.302,48.6344238155686
0.304,50.2153089032562
0.306,51.7644769255557
0.308,53.2809493947403
0.31,54.7637684742952
0.312,56.2119975839081
0.314,57.6247219910327
0.316,59.0010493886541
0.318,60.3401104588884
0.32,61.6410594220633
0.322,62.9030745709297
0.324,64.1253587896702
0.326,65.3071400573748
0.328,66.4476719356651
0.33,67.5462340401613
0.332,68.6021324954923
0.334,69.6147003735622
0.336,70.5832981147964
0.338,71.5073139321012
0.34,72.3861641972817
0.342,73.2192938096735
0.344,74.0061765467567
0.346,74.7463153965291
0.348,75.4392428714292
0.35,76.0845213036124
0.352,76.6817431213901
0.354,77.230531106662
0.356,77.730538633174
0.358,78.1814498854555
0.36,78.5829800582951
0.362,78.9348755366295
0.364,79.2369140557321
0.366,79.4889048416007
0.368,79.6906887314538
0.37,79.8421382742617
0.372,79.9431578112471
0.374,79.9936835363053
0.376,79.9936835363053
0.378,79.9431578112471
0.38,79.8421382742617
0.382,79.6906887314538
0.384,79.4889048416006
0.386,79.2369140557321
0.388,78.9348755366294
0.39,78.582980058295
0.392,78.1814498854554
0.394,77.7305386331739
0.396,77.2305311066618
0.398,76.68174312139
0.4,76.0845213036122
0.402,75.4392428714291
0.404,74.7463153965289
0.406,74.0061765467565
0.408,73.2192938096733
0.41,72.3861641972814
0.412,71.507313932101
0.414,70.5832981147961
0.416,69.6147003735619
0.418,68.602132495492
0.42,67.546234040161
0.422,66.4476719356648
0.424,65.3071400573745
0.426,64.12535878967
0.428,62.9030745709293
0.43,61.6410594220629
0.432,60.3401104588881
0.434,59.0010493886537
0.436,57.6247219910324
0.438,56.2119975839077
0.44,54.7637684742949
0.442,53.2809493947399
0.444,51.7644769255553
0.446,50.2153089032558
0.448,48.6344238155682
0.45,47.0228201833976
0.452,45.3815159301402
0.454,43.7115477387413
0.456,42.0139703969034
0.458,40.2898561308606
0.46,38.5402939281369
0.462,36.7663888497187
0.464,34.9692613320744
0.466,33.1500464794624
0.468,31.3098933469759
0.47,29.4499642147739
0.472,27.571433853961
0.474,25.6754887845764
0.476,23.7633265261625
0.478,21.8361548413857
0.48,19.895190973188
0.482,17.9416608759502
0.484,15.9767984411522
0.486,14.0018447180217
0.488,12.0180471296602
0.49,10.0266586851439
0.492,8.02893718809685
0.494,6.02614444223426
0.496,4.01954545438119
0.498,2.01040763546661
0.5,-3.35677019093692e-13
0.502,-2.01040763546728
0.504,-4.01954545438186
0.506,-6.02614444223493
0.508,-8.02893718809752
0.51,-10.0266586851447
0.512,-12.0180471296609
0.514,-14.0018447180224
0.516,-15.9767984411529
0.518,-17.9416608759508
0.52,-19.8951909731887
0.522,-21.8361548413863
0.524,-23.7633265261631
0.526,-25.6754887845771
0.528,-27.5714338539617
0.53,-29.4499642147745
0.532,-31.3098933469765
0.534,-33.150046479463
0.536,-34.969261332075
0.538,-36.7663888497194
0.54,-38.5402939281375
0.542,-40.2898561308612
0.544,-42.013970396904
0.546,-43.7115477387418
0.548,-45.3815159301408
0.55,-47.0228201833981
0.552,-48.6344238155687
0.554,-50.2153089032563
0.556,-51.7644769255558
0.558,-53.2809493947404
0.56,-54.7637684742953
0.562,-56.2119975839082
0.564,-57.6247219910328
0.566,-59.0010493886542
0.568,-60.3401104588885
0.57,-61.6410594220634
0.572,-62.9030745709297
0.574,-64.1253587896704
0.576,-65.307140057375
0.578,-66.4476719356652
0.58,-67.5462340401614
0.582,-68.6021324954924
0.584,-69.6147003735622
0.586,-70.5832981147964
0.588,-71.5073139321013
0.59,-72.3861641972817
0.592,-73.2192938096736
0.594,-74.0061765467568
0.596,-74.7463153965291
0.598,-75.4392428714293
0.6,-76.0845213036124
0.602,-76.6817431213902
0.604,-77.230531106662
0.606,-77.730538633174
0.608,-78.1814498854556
0.61,-78.5829800582952
0.612,-78.9348755366295
0.614,-79.2369140557321
0.616,-79.4889048416007
0.618,-79.6906887314538
0.62,-79.8421382742618
0.622,-79.9431578112471
0.624,-79.9936835363053
0.626,-79.9936835363053
0.628,-79.9431578112471
0.63,-79.8421382742617
0.632,-79.6906887314538
0.634,-79.4889048416006
0.636,-79.236914055732
0.638,-78.9348755366294
0.64,-78.582980058295
0.642,-78.1814498854554
0.644,-77.7305386331738
0.646,-77.2305311066618
0.648,-76.68174312139
0.65,-76.0845213036122
0.652,-75.439242871429
0.654,-74.7463153965288
0.656,-74.0061765467565
0.658,-73.2192938096732
0.66,-72.3861641972813
0.662,-71.5073139321009
0.664,-70.583298114796
0.666,-69.6147003735619
0.668,-68.602132495492
0.67,-67.546234040161
0.672,-66.4476719356648
0.674,-65.3071400573745
0.676,-64.1253587896698
0.678,-62.9030745709292
0.68,-61.6410594220628
0.682,-60.340110458888
0.684,-59.0010493886536
0.686,-57.6247219910323
0.688000000000001,-56.2119975839076
0.690000000000001,-54.7637684742948
0.692000000000001,-53.2809493947398
0.694000000000001,-51.7644769255552
0.696000000000001,-50.2153089032556
0.698000000000001,-48.634423815568
0.700000000000001,-47.0228201833974
0.702000000000001,-45.3815159301401
0.704000000000001,-43.7115477387412
0.706000000000001,-42.0139703969033
0.708000000000001,-40.2898561308605
0.710000000000001,-38.5402939281368
0.712000000000001,-36.7663888497186
0.714000000000001,-34.9692613320742
0.716000000000001,-33.1500464794622
0.718000000000001,-31.3098933469757
0.720000000000001,-29.4499642147737
0.722000000000001,-27.5714338539609
0.724000000000001,-25.6754887845763
0.726000000000001,-23.7633265261623
0.728000000000001,-21.8361548413855
0.730000000000001,-19.8951909731879
0.732000000000001,-17.94166087595
0.734000000000001,-15.976798441152
0.736000000000001,-14.0018447180215
0.738000000000001,-12.01804712966
0.740000000000001,-10.0266586851439
0.742000000000001,-8.02893718809672
0.744000000000001,-6.02614444223413
0.746000000000001,-4.01954545438106
0.748000000000001,-2.01040763546648
0.750000000000001,5.39042665428544e-13
0.752000000000001,2.01040763546755
0.754000000000001,4.01954545438214
0.756000000000001,6.02614444223521
0.758000000000001,8.02893718809765
0.760000000000001,10.0266586851448
0.762000000000001,12.0180471296611
0.764000000000001,14.0018447180226
0.766000000000001,15.9767984411531
0.768000000000001,17.941660875951
0.770000000000001,19.8951909731889
0.772000000000001,21.8361548413866
0.774000000000001,23.7633265261634
0.776000000000001,25.6754887845773
0.778000000000001,27.5714338539618
0.780000000000001,29.4499642147747
0.782000000000001,31.3098933469767
0.784000000000001,33.1500464794632
0.786000000000001,34.9692613320751
0.788000000000001,36.7663888497195
0.790000000000001,38.5402939281377
0.792000000000001,40.2898561308614
0.794000000000001,42.0139703969042
0.796000000000001,43.7115477387419
0.798000000000001,45.3815159301409
0.800000000000001,47.0228201833983
0.802000000000001,48.6344238155689
0.804000000000001,50.2153089032565
0.806000000000001,51.764476925556
0.808000000000001,53.2809493947406
0.810000000000001,54.7637684742956
0.812000000000001,56.2119975839084
0.814000000000001,57.6247219910329
0.816000000000001,59.0010493886543
0.818000000000001,60.3401104588887
0.820000000000001,61.6410594220635
0.822000000000001,62.9030745709299
0.824000000000001,64.1253587896705
0.826000000000001,65.3071400573751
0.828000000000001,66.4476719356654
0.830000000000001,67.5462340401616
0.832000000000001,68.6021324954925
0.834000000000001,69.6147003735623
0.836000000000001,70.5832981147965
0.838000000000001,71.5073139321014
0.840000000000001,72.3861641972818
0.842000000000001,73.2192938096736
0.844000000000001,74.0061765467569
0.846000000000001,74.7463153965292
0.848000000000001,75.4392428714294
0.850000000000001,76.0845213036125
0.852000000000001,76.6817431213902
0.854000000000001,77.2305311066621
0.856000000000001,77.730538633174
0.858000000000001,78.1814498854556
0.860000000000001,78.5829800582952
0.862000000000001,78.9348755366295
0.864000000000001,79.2369140557322
0.866000000000001,79.4889048416008
0.868000000000001,79.6906887314539
0.870000000000001,79.8421382742618
0.872000000000001,79.9431578112472
0.874000000000001,79.9936835363053
0.876000000000001,79.9936835363053
0.878000000000001,79.9431578112471
0.880000000000001,79.8421382742617
0.882000000000001,79.6906887314537
0.884000000000001,79.4889048416006
0.886000000000001,79.236914055732
0.888000000000001,78.9348755366293
0.890000000000001,78.582980058295
0.892000000000001,78.1814498854554
0.894000000000001,77.7305386331738
0.896000000000001,77.2305311066617
0.898000000000001,76.6817431213899
0.900000000000001,76.0845213036121
0.902000000000001,75.4392428714289
0.904000000000001,74.7463153965287
0.906000000000001,74.0061765467564
0.908000000000001,73.2192938096732
0.910000000000001,72.3861641972813
0.912000000000001,71.5073139321008
0.914000000000001,70.583298114796
0.916000000000001,69.6147003735617
0.918000000000001,68.6021324954918
0.920000000000001,67.5462340401608
0.922000000000001,66.4476719356646
0.924000000000001,65.3071400573743
0.926000000000001,64.1253587896698
0.928000000000001,62.9030745709291
0.930000000000001,61.6410594220627
0.932000000000001,60.3401104588879
